notation,description,smiles,core_smiles,enum,pathways
S.659148_I.13,S.659148_I.13,*Oc1cccc2c1C(O)C1(*)C=CC3=C(C(=O)CC(C)C3)C1C2O,CC1CC(=O)C2=C(C=CC3C(O)c4c(O)cccc4C(O)C23)C1,['TypeIIPolyketide'],['MA.659148_I']
S.659148_A.14,S.659148_A.14,*Oc1cccc2c1C(O)C13C=CC4=C(C(=O)C=C(C)C4)C1(O3)C2O,CC1=CC(=O)C2=C(C=CC34OC23C(O)c2cccc(O)c2C4O)C1,['TypeIIPolyketide'],['MA.659148_A']
S.1447.18,S.1447.18,*OC1=C(*)C(=O)C2(*)CC(SS*)(C(*)=O)N(*)C2C1,O=CC1(SS)CC2C(=O)C=C(O)CC2N1,"['NonRibosomalPeptide', 'TypeIPolyketide']",['MA.1447']
S.1447.22,S.1447.22,*OC1(C(*)=O)CC2N(*)C(SS*)(C(*)=O)CC2(*)C1*,O=CC1(O)CC2CC(C=O)(SS)NC2C1,"['NonRibosomalPeptide', 'TypeIPolyketide']",['MA.1447']
S.1447.28,S.1447.28,*OC1C(O*)(C(*)=O)CC2N(*)C(SS*)(C(*)=O)CC21*,O=CC1(SS)CC2C(CC(O)(C=O)C2O)N1,"['NonRibosomalPeptide', 'TypeIPolyketide']",['MA.1447']
S.522.3,S.522.2,NCCC(N)C(=O)O,NCCC(N)C(=O)O,['Ectoine'],"['MA.1440', 'MA.522']"
S.522.3,S.522.3,*NCCC(N)C(=O)O,NCCC(N)C(=O)O,['Ectoine'],"['MA.1440', 'MA.522']"
S.522.5,S.522.5,CC1=NC(C(=O)O)CCN1,CC1=NC(C(=O)O)CCN1,['Ectoine'],"['MA.1440', 'MA.522']"
S.972.12,S.972.12,NCC(=O)O,NCC(=O)O,"['NonRibosomalPeptide', 'Nucleoside', 'TypeIPolyketide']","['MA.1207', 'MA.561', 'MA.659095', 'MA.972']"
S.561.8,S.561.8,N=C1NC=CC(C(N)C(=O)O)N1,N=C1NC=CC(C(N)C(=O)O)N1,"['NonRibosomalPeptide', 'Nucleoside']",['MA.561']
S.561.10,S.561.10,N=C1NC=CC(C(N)C(=O)S)N1,N=C1NC=CC(C(N)C(=O)S)N1,"['NonRibosomalPeptide', 'Nucleoside']",['MA.561']
S.561.11,S.561.11,CC(C)C(N)C(=O)S,CC(C)C(N)C(=O)S,"['NonRibosomalPeptide', 'Nucleoside']",['MA.561']
S.561.20,S.561.20,*C(NCCCN)C(=O)O,NCCCNCC(=O)O,"['NonRibosomalPeptide', 'Nucleoside']",['MA.561']
S.561.15,S.561.15,CC(C)C(NC(=O)NC(C(=O)S)C1C=CNC(=N)N1)C(=O)O,CC(C)C(NC(=O)NC(C(=O)S)C1C=CNC(=N)N1)C(=O)O,"['NonRibosomalPeptide', 'Nucleoside']",['MA.561']
S.561.31,S.561.31,*C(=O)C(NC(=O)NC(C(=O)O)C(C)C)C1C=CNC(=N)N1,CC(C)C(NC(=O)NC(C=O)C1C=CNC(=N)N1)C(=O)O,"['NonRibosomalPeptide', 'Nucleoside']",['MA.561']
S.561.28,S.561.28,*NC(C(=O)NCCCNC(C(=O)O)C(O*)C1OC(n2ccc(=O)[nH]c2=O)C(O)C1O)C(*)C(C)C,CC(C)CC(N)C(=O)NCCCNC(C(=O)O)C(O)C1OC(n2ccc(=O)[nH]c2=O)C(O)C1O,"['NonRibosomalPeptide', 'Nucleoside']",['MA.561']
S.561.30,S.561.30,*OC(=O)CCCCCCCCCCCCN(O)C(=N)N,N=C(N)N(O)CCCCCCCCCCCCC(=O)O,"['NonRibosomalPeptide', 'Nucleoside']",['MA.561']
S.1372.7,S.1372.7,CC(=O)c1c(O)cc2cc3cc4cc(O)cc(O)c4c(O)c3c(O)c2c1O,CC(=O)c1c(O)cc2cc3cc4cc(O)cc(O)c4c(O)c3c(O)c2c1O,['TypeIIPolyketide'],['MA.1372']
S.1372.8,S.1372.8,*C1C(=O)C(C(C)=O)C(=O)C2(*)C(=O)c3c(cc4cc(O)cc(O)c4c3O)CC12,CC(=O)C1C(=O)CC2Cc3cc4cc(O)cc(O)c4c(O)c3C(=O)C2C1=O,['TypeIIPolyketide'],['MA.1372']
S.1372.32,S.1372.11,*OC12C(=O)c3c(cc4cc(O)cc(O)c4c3O)CC1C(*)C(=O)C(C(C)=O)C2=O,CC(=O)C1C(=O)CC2Cc3cc4cc(O)cc(O)c4c(O)c3C(=O)C2(O)C1=O,['TypeIIPolyketide'],['MA.1372']
S.1372.32,S.1372.26,*OC12C(=O)c3c(cc4cc(O)c(*)c(O)c4c3O)CC1C(*)C(=O)C(C(C)=O)C2=O,CC(=O)C1C(=O)CC2Cc3cc4cc(O)cc(O)c4c(O)c3C(=O)C2(O)C1=O,['TypeIIPolyketide'],['MA.1372']
S.1372.32,S.1372.32,*Oc1cc2cc3c(c(O)c2c(O)c1*)C(=O)C1(O*)C(=O)C(C(C)=O)C(=O)C(*)C1C3,CC(=O)C1C(=O)CC2Cc3cc4cc(O)cc(O)c4c(O)c3C(=O)C2(O)C1=O,['TypeIIPolyketide'],['MA.1372']
S.1372.46,S.1372.40,*OC1C(=O)c2c(cc3cc(O)c(*)c(O)c3c2O)CC1C(*)C(=O)C(O)C(C)O,CC(O)C(O)C(=O)CC1Cc2cc3cc(O)cc(O)c3c(O)c2C(=O)C1O,['TypeIIPolyketide'],['MA.1372']
S.1372.46,S.1372.46,*Oc1cc2cc3c(c(O)c2c(O)c1*)C(=O)C(O*)C(C(*)C(=O)C(O)C(C)O)C3,CC(O)C(O)C(=O)CC1Cc2cc3cc(O)cc(O)c3c(O)c2C(=O)C1O,['TypeIIPolyketide'],['MA.1372']
S.1012.1,S.1012.1,CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)O,CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)O,['TypeIIPolyketide'],['MA.1012']
S.1012.2,S.1012.2,CC(=O)CC(=O)CC(=O)CC(=O)c1c(CC(=O)CC(=O)CC(=O)O)cc2cc(O)cc(O)c2c1O,CC(=O)CC(=O)CC(=O)CC(=O)c1c(CC(=O)CC(=O)CC(=O)O)cc2cc(O)cc(O)c2c1O,['TypeIIPolyketide'],['MA.1012']
S.1012.3,S.1012.3,Cc1cc2cc(O)c3c(O)c4c(cc3c2c(O)c1C(=O)O)C(=O)c1cc(O)cc(O)c1C4=O,Cc1cc2cc(O)c3c(O)c4c(cc3c2c(O)c1C(=O)O)C(=O)c1cc(O)cc(O)c1C4=O,['TypeIIPolyketide'],['MA.1012']
S.1207.8,S.1207.8,*Oc1ccc(CC2(*)NC(=O)C(*)NC2=O)cc1,O=C1CNC(=O)C(Cc2ccc(O)cc2)N1,['NonRibosomalPeptide'],['MA.1207']
S.1207.12,S.1207.12,*Oc1ccc(CC23NC(=O)C(NC2=O)SS3)cc1,O=C1NC2(Cc3ccc(O)cc3)SSC1NC2=O,['NonRibosomalPeptide'],['MA.1207']
S.698.25,S.698.25,CCC(C)C(=N)C(=O)O,CCC(C)C(=N)C(=O)O,"['Nucleoside', 'TypeIPolyketide']",['MA.698']
S.698.27,S.698.27,*c1cn(C2OC(C(=O)C(*)O)C(O)C2O)c(=O)[nH]c1=O,O=C(CO)C1OC(n2ccc(=O)[nH]c2=O)C(O)C1O,"['Nucleoside', 'TypeIPolyketide']",['MA.698']
S.698.30,S.698.30,CCC(C=O)C(N)C(=O)O,CCC(C=O)C(N)C(=O)O,"['Nucleoside', 'TypeIPolyketide']",['MA.698']
S.698.33,S.698.33,CCC1C=NC1C(=O)O,CCC1C=NC1C(=O)O,"['Nucleoside', 'TypeIPolyketide']",['MA.698']
S.698.34,S.698.34,*OCC(=O)C(*)C(N)C(O)O,NC(CC(=O)CO)C(O)O,"['Nucleoside', 'TypeIPolyketide']",['MA.698']
S.698.37,S.698.37,*C(=O)C(*)C1OC(n2cc(*)c(=O)[nH]c2=O)C(O)C1O,O=CCC1OC(n2ccc(=O)[nH]c2=O)C(O)C1O,"['Nucleoside', 'TypeIPolyketide']",['MA.698']
S.698.41,S.698.41,*NC(C(*)=O)C1OC(n2cc(*)c(=O)[nH]c2=O)C(O)C1O,NC(C=O)C1OC(n2ccc(=O)[nH]c2=O)C(O)C1O,"['Nucleoside', 'TypeIPolyketide']",['MA.698']
S.698.43,S.698.43,*N1CC(=CC)C1C(=O)O,CC=C1CNC1C(=O)O,"['Nucleoside', 'TypeIPolyketide']",['MA.698']
S.698.44,S.698.44,*OCC(*)C(*)C(N)C(*)=O,NC(C=O)CCCO,"['Nucleoside', 'TypeIPolyketide']",['MA.698']
S.1541.1,S.1541.1,NC1C=CN(C2OC(CP=O)C(O)C2O)C(=O)N1,NC1C=CN(C2OC(CP=O)C(O)C2O)C(=O)N1,['Nucleoside'],['MA.1541']
S.1541.3,S.1541.3,NC1CC=NC(=O)N1,NC1CC=NC(=O)N1,['Nucleoside'],['MA.1541']
S.1541.4,S.1541.4,*C(=O)C1OC(O[PH](=O)(=O)O[PH](=O)(=O)OCC2OC(n3ccc(=O)[nH]c3=O)C(O)C2O)C(O)C(O)C1O,O=CC1OC(O[PH](=O)(=O)O[PH](=O)(=O)OCC2OC(n3ccc(=O)[nH]c3=O)C(O)C2O)C(O)C(O)C1O,['Nucleoside'],['MA.1541']
S.659087.42,S.1541.7,*C(=O)C1OC(*)C(O)C(O)C1O,O=CC1OCC(O)C(O)C1O,['Nucleoside'],['MA.1541']
S.659087.42,S.659087.42,*C(=O)C1OC(*)C(O)C(*)(O)C1O,O=CC1OCC(O)C(O)C1O,"['NonRibosomalPeptide', 'Nucleoside']",['MA.659087']
S.1541.10,S.1541.10,*C(=O)C1OC(*)C(O)CC1O,O=CC1OCC(O)CC1O,['Nucleoside'],['MA.1541']
S.1541.13,S.1541.13,*C(=O)C1OC(*)C(O)CC1=O,O=CC1OCC(O)CC1=O,['Nucleoside'],['MA.1541']
S.1541.21,S.1541.21,*C(=O)C1OC(*)C(O)CC1*,O=CC1CCC(O)CO1,['Nucleoside'],['MA.1541']
S.1541.27,S.1541.19,CC(C)CC(N)C(=O)NC(CCN=C(N)N)CC(N)=O,CC(C)CC(N)C(=O)NC(CCN=C(N)N)CC(N)=O,['Nucleoside'],['MA.1541']
S.1541.27,S.1541.27,*NC(=O)CC(CCN=C(N)N)NC(=O)C(N)CC(C)C,CC(C)CC(N)C(=O)NC(CCN=C(N)N)CC(N)=O,['Nucleoside'],['MA.1541']
S.1541.33,S.1541.33,*C(=O)C1OC(*)C=CC1*,O=CC1CC=CCO1,['Nucleoside'],['MA.1541']
S.1541.35,S.1541.31,*NC(=O)CC(N)CCNC(=N)N,N=C(N)NCCC(N)CC(N)=O,['Nucleoside'],['MA.1541']
S.1541.35,S.1541.35,*NC(=O)CC(N)CCN(*)C(=N)N,N=C(N)NCCC(N)CC(N)=O,['Nucleoside'],['MA.1541']
S.610.1,S.610.1,CC(C)C(=O)O,CC(C)C(=O)O,"['NonRibosomalPeptide', 'TypeIPolyketide']",['MA.610']
S.610.3,S.610.3,CC(C)c1nc(C(=O)S)cs1,CC(C)c1nc(C(=O)S)cs1,"['NonRibosomalPeptide', 'TypeIPolyketide']",['MA.610']
S.610.7,S.610.7,*OC(C=Cc1csc(-c2csc(C(C)C)n2)n1)C(C)C(*)=O,CC(C)c1nc(-c2nc(C=CC(O)C(C)C=O)cs2)cs1,"['NonRibosomalPeptide', 'TypeIPolyketide']",['MA.610']
S.610.30,S.610.30,*OC(=O)C=C(O*)C(C)C(C=Cc1csc(-c2csc(C(C)C)n2)n1)O*,CC(C)c1nc(-c2nc(C=CC(O)C(C)C(O)=CC(=O)O)cs2)cs1,"['NonRibosomalPeptide', 'TypeIPolyketide']",['MA.610']
S.827.3,S.827.2,CCCCCCCCCCCCCC(=O)CC(=O)S,CCCCCCCCCCCCCC(=O)CC(=O)S,['Glycolipid'],"['MA.1788', 'MA.827']"
S.827.3,S.827.3,*C(CCCCCC)CCCCCCC(=O)CC(=O)S,CCCCCCCCCCCCCC(=O)CC(=O)S,['Glycolipid'],"['MA.1788', 'MA.827']"
S.1788.5,S.1788.2,CCCCCCCCCCCCCCC=CCC(=O)S,CCCCCCCCCCCCCCC=CCC(=O)S,['Glycolipid'],['MA.1788']
S.1788.5,S.1788.5,*C(CCCCC=CCC(=O)S)CCCCCCCCC,CCCCCCCCCCCCCCC=CCC(=O)S,['Glycolipid'],['MA.1788']
S.1788.7,S.1788.7,*C(CCCCCC)CCCCCC(*)C(=O)C(*)C(=O)O,CCCCCCCCCCCCCC(=O)CC(=O)O,['Glycolipid'],['MA.1788']
S.1788.8,S.1788.8,*C(=O)CC(*)CCCCCC(*)CCCCCCCCC,CCCCCCCCCCCCCCCCCC=O,['Glycolipid'],['MA.1788']
S.1788.23,S.1788.11,*C(CCCCCCCCC)CCCCCc1cc(O)c(CCCCCC(*)CCCCCC)c(O)c1,CCCCCCCCCCCCCCCc1cc(O)c(CCCCCCCCCCCC)c(O)c1,['Glycolipid'],['MA.1788']
S.1788.23,S.1788.14,*c1c(CCCCCC(*)CCCCCCCCC)cc(O)c(CCCCCC(*)CCCCCC)c1O,CCCCCCCCCCCCCCCc1cc(O)c(CCCCCCCCCCCC)c(O)c1,['Glycolipid'],['MA.1788']
S.1788.23,S.1788.18,*Oc1cc(CCCCCC(*)CCCCCCCCC)c(*)c(O)c1CCCCCC(*)CCCCCC,CCCCCCCCCCCCCCCc1cc(O)c(CCCCCCCCCCCC)c(O)c1,['Glycolipid'],['MA.1788']
S.1788.23,S.1788.23,*Oc1c(*)c(CCCCCC(*)CCCCCCCCC)c(*)c(O)c1CCCCCC(*)CCCCCC,CCCCCCCCCCCCCCCc1cc(O)c(CCCCCCCCCCCC)c(O)c1,['Glycolipid'],['MA.1788']
S.890.7,S.890.7,*OCC(N)C(=O)O,NC(CO)C(=O)O,['Antimetabolite'],['MA.890']
S.890.7,S.659097.8,NC(CO)C(=O)O,NC(CO)C(=O)O,"['NonRibosomalPeptide', 'TypeIPolyketide']","['MA.659095', 'MA.659097']"
S.890.8,S.890.8,*C(N)=NO,NC=NO,['Antimetabolite'],['MA.890']
S.890.10,S.890.10,NC(=O)NOCC(N)C(=O)O,NC(=O)NOCC(N)C(=O)O,['Antimetabolite'],['MA.890']
S.890.11,S.890.11,NC1CONC1=O,NC1CONC1=O,['Antimetabolite'],['MA.890']
S.659119.1,S.659119.1,NC(CO)C(=O)S,NC(CO)C(=O)S,"['NonRibosomalPeptide', 'Nucleoside', 'TypeIPolyketide']","['MA.1425', 'MA.659119']"
S.659119.9,S.659119.9,*NC(CC(=O)CC(*)=O)C(=O)O,NC(CC(=O)CC=O)C(=O)O,"['NonRibosomalPeptide', 'TypeIPolyketide']",['MA.659119']
S.659119.18,S.659119.18,*C1=C(*)C(CN)NC1=O,NCC1C=CC(=O)N1,"['NonRibosomalPeptide', 'TypeIPolyketide']",['MA.659119']
S.659091_E.53,S.659091_E.53,*NC(CCC(C)C)C(*)=O,CC(C)CCC(N)C=O,"['NonRibosomalPeptide', 'TypeIPolyketide']",['MA.659091_E']
S.659097.98,S.659097.98,*NC(CCCNC(=N)N)C(*)=O,N=C(N)NCCCC(N)C=O,"['NonRibosomalPeptide', 'TypeIPolyketide']","['MA.659061', 'MA.659091_E', 'MA.659097']"
S.659097.98,S.659061.93,*NC(CCCN(*)C(=N)N)C(*)=O,N=C(N)NCCCC(N)C=O,['NonRibosomalPeptide'],['MA.659061']
S.659097.98,S.659087.67,*C(=O)C(N)CCCNC(=N)N,N=C(N)NCCCC(N)C=O,"['NonRibosomalPeptide', 'Nucleoside']",['MA.659087']
S.659097.98,S.659087.76,*C(=O)C(N)CCCN(*)C(=N)N,N=C(N)NCCCC(N)C=O,"['NonRibosomalPeptide', 'Nucleoside']",['MA.659087']
S.659091_E.59,S.659091_E.59,*NC(CCCNC(=N)N)C(=O)NC(*)/C=C/C(C)=C/C(C)C(Cc1ccccc1)O*,CC(/C=C/CNC(=O)C(N)CCCNC(=N)N)=C\C(C)C(O)Cc1ccccc1,"['NonRibosomalPeptide', 'TypeIPolyketide']",['MA.659091_E']
S.659105.7,S.659105.7,*c1c(C2OC(OP)C(*)C2O)n[nH]c1C(=O)O,O=C(O)c1cc(C2OC(OP)CC2O)n[nH]1,['Nucleoside'],['MA.659105']
S.659105.10,S.659105.10,Nc1c(C2OC(COP(=O)(O)O)C(O)C2O)n[nH]c1C(=O)O,Nc1c(C2OC(COP(=O)(O)O)C(O)C2O)n[nH]c1C(=O)O,['Nucleoside'],['MA.659105']
S.659105.11,S.659105.11,Nc1c(C2OC(COP(=O)(O)OP(=O)(O)O)C(O)C2O)n[nH]c1C(=O)O,Nc1c(C2OC(COP(=O)(O)OP(=O)(O)O)C(O)C2O)n[nH]c1C(=O)O,['Nucleoside'],['MA.659105']
S.659105.31,S.659105.28,*C(=O)c1[nH]nc(C2OC(COP(=O)(O)O)C(O)C2O)c1N,Nc1c(C2OC(COP(=O)(O)O)C(O)C2O)n[nH]c1C=O,['Nucleoside'],['MA.659105']
S.659105.31,S.659105.31,*Nc1c(C2OC(COP(=O)(O)O)C(O)C2O)n[nH]c1C(*)=O,Nc1c(C2OC(COP(=O)(O)O)C(O)C2O)n[nH]c1C=O,['Nucleoside'],['MA.659105']
S.659105.34,S.659105.22,*C(=O)c1[nH]nc(C2OC(COP(=O)(O)OP(=O)(O)O)C(O)C2O)c1N,Nc1c(C2OC(COP(=O)(O)OP(=O)(O)O)C(O)C2O)n[nH]c1C=O,['Nucleoside'],['MA.659105']
S.659105.34,S.659105.34,*Nc1c(C2OC(COP(=O)(O)OP(=O)(O)O)C(O)C2O)n[nH]c1C(*)=O,Nc1c(C2OC(COP(=O)(O)OP(=O)(O)O)C(O)C2O)n[nH]c1C=O,['Nucleoside'],['MA.659105']
S.659105.23,S.659105.23,*C(=O)c1[nH]nc(C2OC(OP)C(*)C2O)c1*,O=Cc1cc(C2OC(OP)CC2O)n[nH]1,['Nucleoside'],['MA.659105']
S.659105.47,S.659105.47,*NC(CC(=O)[O-])C(*)=O,NC(C=O)CC(=O)[O-],['Nucleoside'],['MA.659105']
S.659105.29,S.659105.29,Nc1nc(=O)c2c([nH]1)NCC(CN(C=O)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1)N2,Nc1nc(=O)c2c([nH]1)NCC(CN(C=O)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1)N2,['Nucleoside'],['MA.659105']
S.659105.38,S.659105.38,*C=O,C=O,"['Bisindole', 'Nucleoside']","['MA.659041', 'MA.659105']"
S.659105.36,S.659105.36,*Nc1c(C2OC(OP)C(*)C2O)n[nH]c1C(*)=O,Nc1c(C2OC(OP)CC2O)n[nH]c1C=O,['Nucleoside'],['MA.659105']
S.659105.40,S.659105.40,O=c1[nH]cnc2c(C3OC(OP)C(O)C3O)n[nH]c12,O=c1[nH]cnc2c(C3OC(OP)C(O)C3O)n[nH]c12,['Nucleoside'],['MA.659105']
S.659105.41,S.659105.41,O=c1[nH]cnc2c(C3OC(COP(=O)(O)O)C(O)C3O)n[nH]c12,O=c1[nH]cnc2c(C3OC(COP(=O)(O)O)C(O)C3O)n[nH]c12,['Nucleoside'],['MA.659105']
S.659105.42,S.659105.42,O=c1[nH]cnc2c(C3OC(COP(=O)(O)OP(=O)(O)O)C(O)C3O)n[nH]c12,O=c1[nH]cnc2c(C3OC(COP(=O)(O)OP(=O)(O)O)C(O)C3O)n[nH]c12,['Nucleoside'],['MA.659105']
S.659105.44,S.659105.44,O=C(O)C(Nc1ncnc2c(C3OC(COP(=O)(O)O)C(O)C3O)n[nH]c12)C(=O)O,O=C(O)C(Nc1ncnc2c(C3OC(COP(=O)(O)O)C(O)C3O)n[nH]c12)C(=O)O,['Nucleoside'],['MA.659105']
S.659105.45,S.659105.45,O=C(O)CC(Nc1ncnc2c(C3OC(COP(=O)(O)OP(=O)(O)O)C(O)C3O)n[nH]c12)C(=O)O,O=C(O)CC(Nc1ncnc2c(C3OC(COP(=O)(O)OP(=O)(O)O)C(O)C3O)n[nH]c12)C(=O)O,['Nucleoside'],['MA.659105']
S.659105.51,S.659105.51,*c1ncnc2c(C3OC(OP)C(O)C3O)n[nH]c12,OC1C(OP)OC(c2n[nH]c3cncnc23)C1O,['Nucleoside'],['MA.659105']
S.659105.49,S.659105.49,Nc1ncnc2c(C3OC(COP(=O)(O)O)C(O)C3O)n[nH]c12,Nc1ncnc2c(C3OC(COP(=O)(O)O)C(O)C3O)n[nH]c12,['Nucleoside'],['MA.659105']
S.659105.50,S.659105.50,Nc1ncnc2c(C3OC(COP(=O)(O)OP(=O)(O)O)C(O)C3O)n[nH]c12,Nc1ncnc2c(C3OC(COP(=O)(O)OP(=O)(O)O)C(O)C3O)n[nH]c12,['Nucleoside'],['MA.659105']
S.659105.53,S.659105.53,*CC1OC(c2n[nH]c3c(*)ncnc23)C(O)C1O,CC1OC(c2n[nH]c3cncnc23)C(O)C1O,['Nucleoside'],['MA.659105']
S.827.5,S.827.1,CCCCCCCCCCCCC/C=C/C(=O)S,CCCCCCCCCCCCC/C=C/C(=O)S,['Glycolipid'],['MA.827']
S.827.5,S.827.5,*C(*)(CCCCC/C=C/C(=O)S)CCCCCCC,CCCCCCCCCCCCC/C=C/C(=O)S,['Glycolipid'],['MA.827']
S.827.8,S.827.8,*C(=O)CC(*)CCCCCC(*)(*)CCCCCCC,CCCCCCCCCCCCCCCC=O,['Glycolipid'],['MA.827']
S.827.9,S.827.9,*C(=O)C(*)C(=O)C(*)CCCCCC(*)CCCCCC,CCCCCCCCCCCCCC(=O)CC=O,['Glycolipid'],['MA.827']
S.827.18,S.827.14,*C(CCCCCC)CCCCCc1c(O)cc(CCCCCC(*)(*)CCCCCCC)cc1O,CCCCCCCCCCCCCc1cc(O)c(CCCCCCCCCCCC)c(O)c1,['Glycolipid'],['MA.827']
S.827.18,S.827.18,*Oc1cc(CCCCCC(*)(*)CCCCCCC)cc(O)c1CCCCCC(*)CCCCCC,CCCCCCCCCCCCCc1cc(O)c(CCCCCCCCCCCC)c(O)c1,['Glycolipid'],['MA.827']
S.792.5,S.792.5,CC1(O)CC(=O)C2c3cc4cccc(O)c4c(O)c3C(O)CC2(O)C1,CC1(O)CC(=O)C2c3cc4cccc(O)c4c(O)c3C(O)CC2(O)C1,['TypeIIPolyketide'],['MA.792']
S.792.9,S.792.6,Cc1cc(O)c2c(ccc3c(O)c4c(O)cccc4c(O)c32)c1,Cc1cc(O)c2c(ccc3c(O)c4c(O)cccc4c(O)c32)c1,['TypeIIPolyketide'],['MA.792']
S.792.9,S.792.7,*Oc1cccc2c(O)c3c(ccc4cc(C)cc(O)c43)c(O)c12,Cc1cc(O)c2c(ccc3c(O)c4c(O)cccc4c(O)c32)c1,['TypeIIPolyketide'],['MA.792']
S.792.9,S.792.9,*Oc1ccc(*)c2c(O)c3c(ccc4cc(C)cc(O)c43)c(O)c12,Cc1cc(O)c2c(ccc3c(O)c4c(O)cccc4c(O)c32)c1,['TypeIIPolyketide'],['MA.792']
S.915.1,S.915.1,CC(=O)c1ccccc1N,CC(=O)c1ccccc1N,['NonRibosomalPeptide'],['MA.915']
S.915.2,S.915.2,COc1ccc(CC(N)C(=O)O)cc1,COc1ccc(CC(N)C(=O)O)cc1,['NonRibosomalPeptide'],['MA.915']
S.915.4,S.915.4,*C(=O)C(Cc1ccc(OC)cc1)N(*)*,COc1ccc(CC(N)C=O)cc1,['NonRibosomalPeptide'],['MA.915']
S.915.7,S.915.7,*C(=O)C1(N(*)*)OC1c1ccc(OC)cc1,COc1ccc(C2OC2(N)C=O)cc1,['NonRibosomalPeptide'],['MA.915']
S.915.9,S.915.9,*c1c(-c2ccc(OC)cc2)c2ccccc2[nH]c1=O,COc1ccc(-c2cc(=O)[nH]c3ccccc23)cc1,['NonRibosomalPeptide'],['MA.915']
S.915.23,S.915.14,*Nc1ccccc1*,Nc1ccccc1,['NonRibosomalPeptide'],['MA.915']
S.915.23,S.915.18,*Nc1cccc(*)c1*,Nc1ccccc1,['NonRibosomalPeptide'],['MA.915']
S.915.23,S.915.23,*Nc1ccc(*)c(*)c1*,Nc1ccccc1,['NonRibosomalPeptide'],['MA.915']
S.915.12,S.915.12,*C(O)C(=O)C(*)(*)c1ccc(OC)cc1,COc1ccc(CC(=O)CO)cc1,['NonRibosomalPeptide'],['MA.915']
S.915.26,S.915.26,*OC(C(*)=O)C(*)(*)c1ccc(OC)cc1,COc1ccc(CC(O)C=O)cc1,['NonRibosomalPeptide'],['MA.915']
S.915.41,S.915.41,*OC1C(=O)N=c2ccc(=*)c(*)c2C1(*)c1ccc(OC)cc1,*=c1ccc2c(c1)C(c1ccc(OC)cc1)C(O)C(=O)N=2,['NonRibosomalPeptide'],['MA.915']
S.915.31,S.915.31,*=CC=C(C)C,*=CC=C(C)C,['NonRibosomalPeptide'],['MA.915']
S.915.43,S.915.43,*CC(*)(C)CC=*,*=CCC(C)C,['NonRibosomalPeptide'],['MA.915']
S.915.44,S.915.44,*CC1OC1(C)C,CC1OC1(C)C,['NonRibosomalPeptide'],['MA.915']
S.915.44,S.1010.15,*C(*)C1OC1(C)C,CC1OC1(C)C,['TypeIPolyketide'],['MA.1010']
S.915.55,S.915.55,*CC=c1ccc2c(c1*)C(*)(c1ccc(OC)cc1)C(O*)C(=O)N=2,CC=c1ccc2c(c1)C(c1ccc(OC)cc1)C(O)C(=O)N=2,['NonRibosomalPeptide'],['MA.915']
S.915.57,S.915.50,*C1OC(*)(C)CCC1(*)C,CC1CCC(C)OC1,['NonRibosomalPeptide'],['MA.915']
S.915.57,S.915.57,*C1(C)CCC(*)(C)OC1,CC1CCC(C)OC1,['NonRibosomalPeptide'],['MA.915']
S.607.6,S.607.6,O=C(O)c1[nH]cc2c1c1c3ccccc3[nH]c1c1[nH]c3ccccc3c21,O=C(O)c1[nH]cc2c1c1c3ccccc3[nH]c1c1[nH]c3ccccc3c21,['Bisindole'],"['MA.1524', 'MA.607']"
S.607.6,S.1373.8,*OC(=O)c1[nH]c(*)c2c1c1c3ccccc3[nH]c1c1[nH]c3ccccc3c12,O=C(O)c1[nH]cc2c1c1c3ccccc3[nH]c1c1[nH]c3ccccc3c21,['Bisindole'],['MA.1373']
S.607.7,S.607.7,*C1NC(C(=O)O)c2c1c1c3ccccc3[nH]c1c1[nH]c3ccccc3c21,O=C(O)C1NCc2c1c1c3ccccc3[nH]c1c1[nH]c3ccccc3c21,['Bisindole'],['MA.607']
S.607.12,S.607.12,*NC(=O)C1(c2c(*)[nH]c3ccc(*)cc23)*O1,NC(=O)C1(c2c[nH]c3ccccc23)*O1,['Bisindole'],['MA.607']
S.607.51,S.607.30,*NC(=O)C(*)(*)c1c(*)[nH]c2ccc(*)cc12,NC(=O)Cc1c[nH]c2ccccc12,['Bisindole'],"['MA.1146', 'MA.607']"
S.607.51,S.607.36,*c1ccc2[nH]c(*)c(C(*)(*)C(=O)N(*)*)c2c1,NC(=O)Cc1c[nH]c2ccccc12,['Bisindole'],['MA.607']
S.607.51,S.607.51,*c1ccc2c(c1)c(C(*)(*)C(=O)N(*)*)c(*)n2*,NC(=O)Cc1c[nH]c2ccccc12,['Bisindole'],['MA.607']
S.607.23,S.607.23,*C(=O)C(*)(*)C12OC1(*)Nc1ccccc12,O=CCC12OC1Nc1ccccc12,['Bisindole'],['MA.607']
S.607.25,S.607.25,*c1ccc2[nH]c(*)c(C3(*)C(=O)NC(=O)C3=O)c2c1,O=C1NC(=O)C(c2c[nH]c3ccccc23)C1=O,['Bisindole'],['MA.607']
