mibig_id,cluster_id,orf_id,family_id
BGC0000936,1521786659_430_6697,1521786659_6053_6697,412
BGC0002128,3843382862_265_1392,3843382862_265_1392,157
BGC0002149,2124761924_23778_39834,2124761924_27642_27788,101
BGC0002149,2124761924_23778_39834,2124761924_30478_30693,101
BGC0002149,2124761924_23778_39834,2124761924_33267_33599,-1
BGC0002149,2124761924_23778_39834,2124761924_34574_34798,24
BGC0002149,2124761924_23778_39834,2124761924_36999_37241,57
BGC0002149,2124761924_23778_39834,2124761924_37542_37916,101
BGC0002149,2124761924_23778_39834,2124761924_39634_39834,-1
BGC0000934,3364634458_5623_15554,3364634458_5623_6681,-1
BGC0000934,3364634458_5623_15554,3364634458_6684_7859,22
BGC0000934,3364634458_5623_15554,3364634458_8034_8264,230
BGC0000934,3364634458_5623_15554,3364634458_8213_8836,288
BGC0000934,3364634458_5623_15554,3364634458_8887_9369,476
BGC0000934,3364634458_5623_15554,3364634458_9425_10120,412
BGC0000934,3364634458_5623_15554,3364634458_10113_10949,499
BGC0000934,3364634458_5623_15554,3364634458_11129_13141,50
BGC0000934,3364634458_5623_15554,3364634458_13138_13761,438
BGC0000934,3364634458_5623_15554,3364634458_13854_15029,334
BGC0000934,3364634458_5623_15554,3364634458_15066_15554,476
BGC0001080,2009688131_6353_17804,2009688131_6353_7528,22
BGC0001080,2009688131_6353_17804,2009688131_7593_8570,83
BGC0001080,2009688131_6353_17804,2009688131_8640_9353,328
BGC0001080,2009688131_6353_17804,2009688131_9322_9504,230
BGC0001080,2009688131_6353_17804,2009688131_9501_10121,154
BGC0001080,2009688131_6353_17804,2009688131_10210_11232,201
BGC0001080,2009688131_6353_17804,2009688131_11292_11798,476
BGC0001080,2009688131_6353_17804,2009688131_11834_12535,412
BGC0001080,2009688131_6353_17804,2009688131_12528_13367,499
BGC0001080,2009688131_6353_17804,2009688131_13464_15404,50
BGC0001080,2009688131_6353_17804,2009688131_15401_16024,438
BGC0001080,2009688131_6353_17804,2009688131_16103_17281,334
BGC0001080,2009688131_6353_17804,2009688131_17316_17804,476
BGC0002129,3710090655_1_42302,3710090655_1_984,460
BGC0002129,3710090655_1_42302,3710090655_981_2054,129
BGC0002129,3710090655_1_42302,3710090655_2121_3158,433
BGC0002129,3710090655_1_42302,3710090655_3211_4257,433
BGC0002129,3710090655_1_42302,3710090655_4407_5168,355
BGC0002129,3710090655_1_42302,3710090655_5284_7044,164
BGC0002129,3710090655_1_42302,3710090655_7094_8059,239
BGC0002129,3710090655_1_42302,3710090655_8052_9590,33
BGC0002129,3710090655_1_42302,3710090655_9603_9884,414
BGC0002129,3710090655_1_42302,3710090655_9975_10670,366
BGC0002129,3710090655_1_42302,3710090655_10767_12422,162
BGC0002129,3710090655_1_42302,3710090655_12613_13242,94
BGC0002129,3710090655_1_42302,3710090655_13612_14190,-1
BGC0002129,3710090655_1_42302,3710090655_14267_14710,37
BGC0002129,3710090655_1_42302,3710090655_14756_15529,225
BGC0002129,3710090655_1_42302,3710090655_15559_16788,198
BGC0002129,3710090655_1_42302,3710090655_16791_17540,-1
BGC0002129,3710090655_1_42302,3710090655_17537_17788,288
BGC0002129,3710090655_1_42302,3710090655_17851_19077,97
BGC0002129,3710090655_1_42302,3710090655_19074_20339,97
BGC0002129,3710090655_1_42302,3710090655_20795_21583,274
BGC0002129,3710090655_1_42302,3710090655_21674_22426,235
BGC0002129,3710090655_1_42302,3710090655_22423_23685,15
BGC0002129,3710090655_1_42302,3710090655_23682_24710,290
BGC0002129,3710090655_1_42302,3710090655_24719_26053,404
BGC0002129,3710090655_1_42302,3710090655_26315_27292,215
BGC0002129,3710090655_1_42302,3710090655_27330_28595,361
BGC0002129,3710090655_1_42302,3710090655_28616_29806,361
BGC0002129,3710090655_1_42302,3710090655_29826_30968,378
BGC0002129,3710090655_1_42302,3710090655_31195_32358,378
BGC0002129,3710090655_1_42302,3710090655_32355_33884,456
BGC0002129,3710090655_1_42302,3710090655_33951_36416,496
BGC0002129,3710090655_1_42302,3710090655_36455_37075,117
BGC0002129,3710090655_1_42302,3710090655_37146_38108,211
BGC0002129,3710090655_1_42302,3710090655_38120_38872,188
BGC0002129,3710090655_1_42302,3710090655_39029_40000,211
BGC0002129,3710090655_1_42302,3710090655_40011_40766,104
BGC0002129,3710090655_1_42302,3710090655_41030_41785,422
BGC0002129,3710090655_1_42302,3710090655_41847_42302,-1
BGC0000944,4007545737_1078_6093,4007545737_1078_2835,315
BGC0000944,4007545737_1078_6093,4007545737_2822_4015,303
BGC0000944,4007545737_1078_6093,4007545737_4117_6093,315
BGC0002124,4010157852_8218_113968,4010157852_20199_20759,101
BGC0002124,4010157852_8218_113968,4010157852_20976_22178,363
BGC0002124,4010157852_8218_113968,4010157852_22223_23407,330
BGC0002124,4010157852_8218_113968,4010157852_23455_23853,341
BGC0002124,4010157852_8218_113968,4010157852_24155_24670,162
BGC0002124,4010157852_8218_113968,4010157852_24759_25697,256
BGC0002124,4010157852_8218_113968,4010157852_25694_27301,-1
BGC0002124,4010157852_8218_113968,4010157852_77842_78786,4
BGC0002124,4010157852_8218_113968,4010157852_79026_80444,88
BGC0002124,4010157852_8218_113968,4010157852_80492_81646,390
BGC0002124,4010157852_8218_113968,4010157852_81643_82488,1
BGC0002124,4010157852_8218_113968,4010157852_82485_83513,247
BGC0002124,4010157852_8218_113968,4010157852_83577_84257,394
BGC0002124,4010157852_8218_113968,4010157852_84259_85386,6
BGC0002124,4010157852_8218_113968,4010157852_85431_86558,127
BGC0002124,4010157852_8218_113968,4010157852_86548_86847,-1
BGC0002124,4010157852_8218_113968,4010157852_86844_87710,152
BGC0002124,4010157852_8218_113968,4010157852_87737_89185,444
BGC0002124,4010157852_8218_113968,4010157852_93967_94194,490
BGC0002124,4010157852_8218_113968,4010157852_94191_96119,6
BGC0002124,4010157852_8218_113968,4010157852_96257_97027,195
BGC0002124,4010157852_8218_113968,4010157852_112063_112920,180
BGC0002124,4010157852_8218_113968,4010157852_112917_113588,459
BGC0002124,4010157852_8218_113968,4010157852_113729_113968,159
BGC0000957,2931555068_17173_40388,2931555068_20428_21657,334
BGC0000957,2931555068_17173_40388,2931555068_21936_22670,500
BGC0000957,2931555068_17173_40388,2931555068_23856_25019,233
BGC0000957,2931555068_17173_40388,2931555068_25367_25804,60
BGC0000957,2931555068_17173_40388,2931555068_25885_26811,144
BGC0000957,2931555068_17173_40388,2931555068_29426_30307,267
BGC0000957,2931555068_17173_40388,2931555068_30347_31384,208
BGC0000961,3124262072_1136_34200,3124262072_1136_1432,293
BGC0000961,3124262072_1136_34200,3124262072_1523_2446,270
BGC0000961,3124262072_1136_34200,3124262072_2592_2837,293
BGC0000961,3124262072_1136_34200,3124262072_4443_5063,16
BGC0000961,3124262072_1136_34200,3124262072_5147_5554,102
BGC0000961,3124262072_1136_34200,3124262072_6194_7426,153
BGC0000961,3124262072_1136_34200,3124262072_7477_8334,294
BGC0000961,3124262072_1136_34200,3124262072_8347_8517,-1
BGC0000961,3124262072_1136_34200,3124262072_8433_9137,343
BGC0000961,3124262072_1136_34200,3124262072_9687_11768,104
BGC0000961,3124262072_1136_34200,3124262072_30935_32527,44
BGC0000961,3124262072_1136_34200,3124262072_32532_33377,-1
BGC0000961,3124262072_1136_34200,3124262072_33358_34200,195
BGC0000950,816335207_2783_34581,816335207_2783_3067,-1
BGC0000950,816335207_2783_34581,816335207_3064_4338,103
BGC0000950,816335207_2783_34581,816335207_4347_4571,-1
BGC0000950,816335207_2783_34581,816335207_4568_5899,278
BGC0000950,816335207_2783_34581,816335207_8505_8870,238
BGC0000950,816335207_2783_34581,816335207_8874_10535,194
BGC0000950,816335207_2783_34581,816335207_13347_14870,525
BGC0000950,816335207_2783_34581,816335207_14867_15790,445
BGC0000950,816335207_2783_34581,816335207_15808_18075,131
BGC0000950,816335207_2783_34581,816335207_18092_19135,142
BGC0000950,816335207_2783_34581,816335207_19263_20105,52
BGC0000950,816335207_2783_34581,816335207_20112_20615,65
BGC0000950,816335207_2783_34581,816335207_22944_23765,102
BGC0000950,816335207_2783_34581,816335207_23760_24812,-1
BGC0000950,816335207_2783_34581,816335207_24865_26148,8
BGC0000950,816335207_2783_34581,816335207_26411_27607,102
BGC0000950,816335207_2783_34581,816335207_27635_28912,279
BGC0000950,816335207_2783_34581,816335207_28937_29872,123
BGC0000950,816335207_2783_34581,816335207_29994_30728,399
BGC0000950,816335207_2783_34581,816335207_31135_32118,47
BGC0000950,816335207_2783_34581,816335207_33811_34581,-1
BGC0000943,1332252713_3230_11726,1332252713_3230_4210,451
BGC0000943,1332252713_3230_11726,1332252713_4207_5217,323
BGC0000943,1332252713_3230_11726,1332252713_5238_6992,315
BGC0000943,1332252713_3230_11726,1332252713_6985_8241,-1
BGC0000943,1332252713_3230_11726,1332252713_8231_9967,315
BGC0000943,1332252713_3230_11726,1332252713_9948_11726,315
BGC0000969,1844548284_2262_40027,1844548284_2262_3953,-1
BGC0000969,1844548284_2262_40027,1844548284_38459_40027,497
BGC0002141,3530550824_908_62820,3530550824_908_1099,319
BGC0002141,3530550824_908_62820,3530550824_1096_2088,-1
BGC0002141,3530550824_908_62820,3530550824_2211_3221,488
BGC0002141,3530550824_908_62820,3530550824_3738_4721,1
BGC0002141,3530550824_908_62820,3530550824_4755_5792,1
BGC0002141,3530550824_908_62820,3530550824_5922_6110,-1
BGC0002141,3530550824_908_62820,3530550824_6110_7795,377
BGC0002141,3530550824_908_62820,3530550824_7953_8225,288
BGC0002141,3530550824_908_62820,3530550824_8290_9510,97
BGC0002141,3530550824_908_62820,3530550824_9507_10769,97
BGC0002141,3530550824_908_62820,3530550824_11117_11908,274
BGC0002141,3530550824_908_62820,3530550824_12508_13635,193
BGC0002141,3530550824_908_62820,3530550824_13657_14268,343
BGC0002141,3530550824_908_62820,3530550824_14311_16050,-1
BGC0002141,3530550824_908_62820,3530550824_16188_17144,239
BGC0002141,3530550824_908_62820,3530550824_17221_18255,247
BGC0002141,3530550824_908_62820,3530550824_18284_19915,97
BGC0002141,3530550824_908_62820,3530550824_19996_21249,168
BGC0002141,3530550824_908_62820,3530550824_21469_22251,235
BGC0002141,3530550824_908_62820,3530550824_22382_23884,284
BGC0002141,3530550824_908_62820,3530550824_23946_24983,328
BGC0002141,3530550824_908_62820,3530550824_25044_25352,46
BGC0002141,3530550824_908_62820,3530550824_25435_26640,363
BGC0002141,3530550824_908_62820,3530550824_26805_27905,21
BGC0002141,3530550824_908_62820,3530550824_27945_29180,542
BGC0002141,3530550824_908_62820,3530550824_29180_29503,-1
BGC0002141,3530550824_908_62820,3530550824_29740_31224,204
BGC0002141,3530550824_908_62820,3530550824_31296_32525,363
BGC0002141,3530550824_908_62820,3530550824_32553_33674,121
BGC0002141,3530550824_908_62820,3530550824_33792_34724,520
BGC0002141,3530550824_908_62820,3530550824_34775_35416,434
BGC0002141,3530550824_908_62820,3530550824_35422_36663,15
BGC0002141,3530550824_908_62820,3530550824_36897_38363,404
BGC0002141,3530550824_908_62820,3530550824_38417_39325,290
BGC0002141,3530550824_908_62820,3530550824_39394_40896,284
BGC0002141,3530550824_908_62820,3530550824_40973_41992,-1
BGC0002141,3530550824_908_62820,3530550824_42075_43295,249
BGC0002141,3530550824_908_62820,3530550824_43373_43900,37
BGC0002141,3530550824_908_62820,3530550824_44058_45173,248
BGC0002141,3530550824_908_62820,3530550824_45202_45666,-1
BGC0002141,3530550824_908_62820,3530550824_45853_46638,269
BGC0002141,3530550824_908_62820,3530550824_46665_47201,323
BGC0002141,3530550824_908_62820,3530550824_47198_48136,498
BGC0002141,3530550824_908_62820,3530550824_48164_49315,-1
BGC0002141,3530550824_908_62820,3530550824_49336_49782,169
BGC0002141,3530550824_908_62820,3530550824_49976_50341,178
BGC0002141,3530550824_908_62820,3530550824_50421_51695,378
BGC0002141,3530550824_908_62820,3530550824_51789_52511,81
BGC0002141,3530550824_908_62820,3530550824_52592_53614,201
BGC0002141,3530550824_908_62820,3530550824_53735_54901,-1
BGC0002141,3530550824_908_62820,3530550824_55083_56276,231
BGC0002141,3530550824_908_62820,3530550824_56305_57588,378
BGC0002141,3530550824_908_62820,3530550824_57639_58658,201
BGC0002141,3530550824_908_62820,3530550824_58709_59932,298
BGC0002141,3530550824_908_62820,3530550824_59966_60988,201
BGC0002141,3530550824_908_62820,3530550824_61239_61787,-1
BGC0002141,3530550824_908_62820,3530550824_61960_62820,353
BGC0002163,1734882181_440_1849,1734882181_440_1849,213
BGC0000963,2894236034_105_77457,2894236034_752_1015,155
BGC0000963,2894236034_105_77457,2894236034_1199_2185,123
BGC0000963,2894236034_105_77457,2894236034_3915_4733,368
BGC0000963,2894236034_105_77457,2894236034_4741_6024,-1
BGC0000963,2894236034_105_77457,2894236034_6021_6773,195
BGC0000963,2894236034_105_77457,2894236034_6784_7797,442
BGC0000963,2894236034_105_77457,2894236034_8003_9205,-1
BGC0000963,2894236034_105_77457,2894236034_18307_18660,93
BGC0000963,2894236034_105_77457,2894236034_18823_19164,147
BGC0000963,2894236034_105_77457,2894236034_19161_20909,61
BGC0000963,2894236034_105_77457,2894236034_21367_22086,-1
BGC0000963,2894236034_105_77457,2894236034_22127_24193,194
BGC0000963,2894236034_105_77457,2894236034_53427_54404,431
BGC0000963,2894236034_105_77457,2894236034_54397_55902,-1
BGC0000963,2894236034_105_77457,2894236034_55908_57815,352
BGC0000963,2894236034_105_77457,2894236034_68582_69601,123
BGC0000963,2894236034_105_77457,2894236034_69598_70986,195
BGC0000963,2894236034_105_77457,2894236034_70983_71546,-1
BGC0000963,2894236034_105_77457,2894236034_71618_72790,295
BGC0000963,2894236034_105_77457,2894236034_72787_74424,436
BGC0000963,2894236034_105_77457,2894236034_74421_74693,293
BGC0000963,2894236034_105_77457,2894236034_74690_76186,267
BGC0000963,2894236034_105_77457,2894236034_76183_77457,402
BGC0002350,4010688621_8907_90958,4010688621_8907_9179,293
BGC0002350,4010688621_8907_90958,4010688621_9176_10813,436
BGC0002350,4010688621_8907_90958,4010688621_10810_11982,295
BGC0002350,4010688621_8907_90958,4010688621_12054_12617,-1
BGC0002350,4010688621_8907_90958,4010688621_12614_14002,195
BGC0002350,4010688621_8907_90958,4010688621_13999_15018,123
BGC0002350,4010688621_8907_90958,4010688621_25725_27632,352
BGC0002350,4010688621_8907_90958,4010688621_27638_29152,-1
BGC0002350,4010688621_8907_90958,4010688621_29145_30122,431
BGC0002350,4010688621_8907_90958,4010688621_59317_61383,194
BGC0002350,4010688621_8907_90958,4010688621_61424_62143,-1
BGC0002350,4010688621_8907_90958,4010688621_62601_64235,61
BGC0002350,4010688621_8907_90958,4010688621_64347_64688,147
BGC0002350,4010688621_8907_90958,4010688621_64851_65204,93
BGC0002350,4010688621_8907_90958,4010688621_74296_75309,442
BGC0002350,4010688621_8907_90958,4010688621_75320_76072,195
BGC0002350,4010688621_8907_90958,4010688621_76069_77352,-1
BGC0002350,4010688621_8907_90958,4010688621_77360_78178,368
BGC0002350,4010688621_8907_90958,4010688621_79908_80894,123
BGC0002350,4010688621_8907_90958,4010688621_89143_89760,-1
BGC0002350,4010688621_8907_90958,4010688621_89942_90958,121
BGC0002126,1817879738_1_35599,1817879738_1_3087,175
BGC0002126,1817879738_1_35599,1817879738_3089_4294,0
BGC0002126,1817879738_1_35599,1817879738_4291_5253,123
BGC0002126,1817879738_1_35599,1817879738_5357_7183,-1
BGC0002126,1817879738_1_35599,1817879738_7180_8775,44
BGC0000964,1081644950_1_38578,1081644950_1_837,195
BGC0000964,1081644950_1_38578,1081644950_834_1754,390
BGC0000964,1081644950_1_38578,1081644950_1821_2726,542
BGC0000964,1081644950_1_38578,1081644950_2808_5039,102
BGC0000964,1081644950_1_38578,1081644950_5036_6004,151
BGC0000964,1081644950_1_38578,1081644950_6001_7173,128
BGC0000964,1081644950_1_38578,1081644950_37637_38578,-1
BGC0002131,2451608223_9437_29873,2451608223_9437_11092,-1
BGC0002131,2451608223_9437_29873,2451608223_11700_13541,495
BGC0002131,2451608223_9437_29873,2451608223_27238_28449,277
BGC0002131,2451608223_9437_29873,2451608223_28638_29873,277
BGC0002169,2342406660_2082_11207,2342406660_8132_8665,-1
BGC0002169,2342406660_2082_11207,2342406660_9918_11207,390
BGC0002148,884006337_1018_12577,884006337_1018_1821,-1
BGC0002148,884006337_1018_12577,884006337_1845_2801,116
BGC0002148,884006337_1018_12577,884006337_2953_4065,3
BGC0002148,884006337_1018_12577,884006337_4062_5105,442
BGC0002148,884006337_1018_12577,884006337_5120_6430,-1
BGC0002148,884006337_1018_12577,884006337_6634_7458,-1
BGC0002148,884006337_1018_12577,884006337_7464_8498,142
BGC0002148,884006337_1018_12577,884006337_8690_9931,184
BGC0002148,884006337_1018_12577,884006337_9994_10911,267
BGC0002148,884006337_1018_12577,884006337_11219_12577,173
BGC0000971,3831694227_4385_28838,3831694227_6157_7152,418
BGC0000971,3831694227_4385_28838,3831694227_8741_9736,36
BGC0000971,3831694227_4385_28838,3831694227_9733_10350,368
BGC0000971,3831694227_4385_28838,3831694227_10384_11373,179
BGC0000971,3831694227_4385_28838,3831694227_11417_11704,-1
BGC0000971,3831694227_4385_28838,3831694227_11701_12543,499
BGC0000971,3831694227_4385_28838,3831694227_12976_14184,-1
BGC0000971,3831694227_4385_28838,3831694227_14213_14410,-1
BGC0000971,3831694227_4385_28838,3831694227_14472_15317,-1
BGC0000971,3831694227_4385_28838,3831694227_25399_26643,298
BGC0000971,3831694227_4385_28838,3831694227_26648_27481,126
BGC0000971,3831694227_4385_28838,3831694227_27492_28838,475
BGC0000953,3254176336_7917_35364,3254176336_7917_8711,36
BGC0000953,3254176336_7917_35364,3254176336_9160_10278,218
BGC0000953,3254176336_7917_35364,3254176336_10323_11651,-1
BGC0000953,3254176336_7917_35364,3254176336_11648_12616,429
BGC0000953,3254176336_7917_35364,3254176336_12778_13551,338
BGC0000953,3254176336_7917_35364,3254176336_13592_14998,94
BGC0000953,3254176336_7917_35364,3254176336_15035_16522,348
BGC0000953,3254176336_7917_35364,3254176336_16530_17279,302
BGC0000953,3254176336_7917_35364,3254176336_17276_17824,47
BGC0000953,3254176336_7917_35364,3254176336_17821_19032,474
BGC0000953,3254176336_7917_35364,3254176336_19045_19995,426
BGC0000953,3254176336_7917_35364,3254176336_20038_21534,33
BGC0000953,3254176336_7917_35364,3254176336_21531_23564,71
BGC0000953,3254176336_7917_35364,3254176336_23609_24928,360
BGC0000953,3254176336_7917_35364,3254176336_24970_26649,-1
BGC0000953,3254176336_7917_35364,3254176336_26996_27634,8
BGC0000953,3254176336_7917_35364,3254176336_27684_28877,8
BGC0000953,3254176336_7917_35364,3254176336_28935_29834,176
BGC0000953,3254176336_7917_35364,3254176336_29925_31283,45
BGC0000953,3254176336_7917_35364,3254176336_31329_33794,195
BGC0000953,3254176336_7917_35364,3254176336_33825_34889,460
BGC0000953,3254176336_7917_35364,3254176336_35050_35364,150
BGC0000956,1410339333_1315_23087,1410339333_1315_1599,-1
BGC0000956,1410339333_1315_23087,1410339333_1706_2374,101
BGC0000956,1410339333_1315_23087,1410339333_2367_3116,300
BGC0000956,1410339333_1315_23087,1410339333_3135_5339,97
BGC0000956,1410339333_1315_23087,1410339333_5470_5802,26
BGC0000956,1410339333_1315_23087,1410339333_5804_6646,196
BGC0000956,1410339333_1315_23087,1410339333_6631_7026,31
BGC0000956,1410339333_1315_23087,1410339333_7306_8931,310
BGC0000956,1410339333_1315_23087,1410339333_9041_9304,101
BGC0000956,1410339333_1315_23087,1410339333_9297_10865,102
BGC0000956,1410339333_1315_23087,1410339333_11066_12754,102
BGC0000956,1410339333_1315_23087,1410339333_12955_13362,299
BGC0000956,1410339333_1315_23087,1410339333_13420_16053,306
BGC0000956,1410339333_1315_23087,1410339333_16046_16360,157
BGC0000956,1410339333_1315_23087,1410339333_16357_19260,-1
BGC0000956,1410339333_1315_23087,1410339333_19283_21007,102
BGC0000956,1410339333_1315_23087,1410339333_21079_22287,153
BGC0000956,1410339333_1315_23087,1410339333_22368_23087,403
BGC0000966,1868873564_5661_43515,1868873564_5661_6953,303
BGC0000966,1868873564_5661_43515,1868873564_7078_7629,8
BGC0000966,1868873564_5661_43515,1868873564_8020_9846,401
BGC0000966,1868873564_5661_43515,1868873564_9843_11588,467
BGC0000966,1868873564_5661_43515,1868873564_12444_13667,165
BGC0000966,1868873564_5661_43515,1868873564_14121_15182,201
BGC0000966,1868873564_5661_43515,1868873564_15301_16872,326
BGC0000966,1868873564_5661_43515,1868873564_17147_18262,413
BGC0000966,1868873564_5661_43515,1868873564_20765_21997,73
BGC0000966,1868873564_5661_43515,1868873564_22026_23213,246
BGC0000966,1868873564_5661_43515,1868873564_33823_34998,128
BGC0000966,1868873564_5661_43515,1868873564_34995_35711,195
BGC0000966,1868873564_5661_43515,1868873564_36201_36752,343
BGC0000966,1868873564_5661_43515,1868873564_36749_38014,184
BGC0000966,1868873564_5661_43515,1868873564_38543_39313,-1
BGC0000966,1868873564_5661_43515,1868873564_40454_41848,458
BGC0000966,1868873564_5661_43515,1868873564_42031_43515,278
BGC0000973,3962759014_12105_46105,3962759014_12105_13703,278
BGC0000973,3962759014_12105_46105,3962759014_13915_15495,326
BGC0000973,3962759014_12105_46105,3962759014_15578_16606,349
BGC0000973,3962759014_12105_46105,3962759014_16688_18076,458
BGC0000973,3962759014_12105_46105,3962759014_19405_20613,514
BGC0000973,3962759014_12105_46105,3962759014_20680_21921,184
BGC0000973,3962759014_12105_46105,3962759014_23611_23844,110
BGC0000973,3962759014_12105_46105,3962759014_24108_25484,73
BGC0000973,3962759014_12105_46105,3962759014_25481_26662,246
BGC0000973,3962759014_12105_46105,3962759014_37475_38659,128
BGC0000973,3962759014_12105_46105,3962759014_38652_39380,195
BGC0000973,3962759014_12105_46105,3962759014_39442_40620,298
BGC0000973,3962759014_12105_46105,3962759014_40613_40831,39
BGC0002187,2879515518_21983_30499,2879515518_30278_30499,190
BGC0000977,3740742666_10630_24462,3740742666_10630_11784,221
BGC0000977,3740742666_10630_24462,3740742666_12739_24462,102
BGC0002161,2057706870_8726_14662,2057706870_8726_14662,166
BGC0000958,2671148971_571_24626,2671148971_571_1881,453
BGC0000958,2671148971_571_24626,2671148971_2036_2176,-1
BGC0000958,2671148971_571_24626,2671148971_15012_16232,437
BGC0000958,2671148971_571_24626,2671148971_17799_18056,369
BGC0000958,2671148971_571_24626,2671148971_18354_19409,44
BGC0000958,2671148971_571_24626,2671148971_19406_19708,134
BGC0000958,2671148971_571_24626,2671148971_19701_20489,230
BGC0000958,2671148971_571_24626,2671148971_20486_21004,-1
BGC0000958,2671148971_571_24626,2671148971_21016_22119,137
BGC0000958,2671148971_571_24626,2671148971_22166_22942,215
BGC0000958,2671148971_571_24626,2671148971_22988_23836,357
BGC0000958,2671148971_571_24626,2671148971_23826_24626,537
BGC0000960,3675505636_2596_53686,3675505636_6384_7205,195
BGC0000960,3675505636_2596_53686,3675505636_10796_11551,-1
BGC0000960,3675505636_2596_53686,3675505636_11548_12585,322
BGC0000960,3675505636_2596_53686,3675505636_12587_13792,379
BGC0000960,3675505636_2596_53686,3675505636_15839_17239,8
BGC0000960,3675505636_2596_53686,3675505636_20878_22185,224
BGC0000960,3675505636_2596_53686,3675505636_22185_23021,224
BGC0000960,3675505636_2596_53686,3675505636_22994_23104,95
BGC0000960,3675505636_2596_53686,3675505636_23101_23661,224
BGC0000960,3675505636_2596_53686,3675505636_23726_24127,101
BGC0000960,3675505636_2596_53686,3675505636_25755_26018,-1
BGC0000960,3675505636_2596_53686,3675505636_26021_27043,1
BGC0000960,3675505636_2596_53686,3675505636_27040_27885,75
BGC0000960,3675505636_2596_53686,3675505636_27972_29294,233
BGC0000960,3675505636_2596_53686,3675505636_29496_29675,24
BGC0000960,3675505636_2596_53686,3675505636_29678_30658,458
BGC0000960,3675505636_2596_53686,3675505636_30737_31615,115
BGC0000960,3675505636_2596_53686,3675505636_31608_32738,214
BGC0000960,3675505636_2596_53686,3675505636_32738_33559,305
BGC0000960,3675505636_2596_53686,3675505636_38304_38522,153
BGC0000960,3675505636_2596_53686,3675505636_44054_44827,-1
BGC0000960,3675505636_2596_53686,3675505636_44838_45503,77
BGC0000960,3675505636_2596_53686,3675505636_45500_46513,187
BGC0000960,3675505636_2596_53686,3675505636_46593_47456,131
BGC0000960,3675505636_2596_53686,3675505636_47453_48184,53
BGC0000960,3675505636_2596_53686,3675505636_48254_49513,379
BGC0000960,3675505636_2596_53686,3675505636_49510_50274,195
BGC0000960,3675505636_2596_53686,3675505636_50296_51456,128
BGC0000960,3675505636_2596_53686,3675505636_51462_52463,128
BGC0000960,3675505636_2596_53686,3675505636_52607_53686,-1
BGC0000979,2304433427_2_6920,2304433427_1549_2724,470
BGC0000981,3484456343_7145_46756,3484456343_7145_7930,53
BGC0000981,3484456343_7145_46756,3484456343_8268_8675,-1
BGC0000981,3484456343_7145_46756,3484456343_8933_10363,231
BGC0000981,3484456343_7145_46756,3484456343_10809_12248,173
BGC0000981,3484456343_7145_46756,3484456343_13364_14194,441
BGC0000981,3484456343_7145_46756,3484456343_14248_15684,231
BGC0000981,3484456343_7145_46756,3484456343_31142_32317,470
BGC0000978,549135071_519_42048,549135071_10251_11687,231
BGC0000978,549135071_519_42048,549135071_11741_12571,441
BGC0000978,549135071_519_42048,549135071_12568_13965,-1
BGC0000978,549135071_519_42048,549135071_14886_16316,231
BGC0000978,549135071_519_42048,549135071_16440_16562,42
BGC0000978,549135071_519_42048,549135071_16893_17672,53
BGC0000978,549135071_519_42048,549135071_18113_19288,470
BGC0000978,549135071_519_42048,549135071_39366_39683,153
BGC0000978,549135071_519_42048,549135071_39793_40392,-1
BGC0000978,549135071_519_42048,549135071_40501_42048,-1
BGC0000980,3295077594_2_6920,3295077594_1549_2724,470
BGC0002167,2848617026_1_5626,2848617026_1387_1872,150
BGC0002172,2993276791_14294_54762,2993276791_16424_16807,101
BGC0002172,2993276791_14294_54762,2993276791_17518_17670,186
BGC0002172,2993276791_14294_54762,2993276791_18250_19128,30
BGC0002177,4294660716_28385_34481,4294660716_28385_29254,166
BGC0002155,1446040456_7926_8150,1446040456_7926_8150,285
BGC0000972,3485386726_2567_52787,3485386726_2567_3289,195
BGC0000972,3485386726_2567_52787,3485386726_3282_4787,312
BGC0000972,3485386726_2567_52787,3485386726_11663_13102,8
BGC0000972,3485386726_2567_52787,3485386726_13164_14627,184
BGC0000972,3485386726_2567_52787,3485386726_36830_37960,127
BGC0000972,3485386726_2567_52787,3485386726_37964_38212,293
BGC0000972,3485386726_2567_52787,3485386726_38242_39108,152
BGC0000972,3485386726_2567_52787,3485386726_51840_52052,343
BGC0000972,3485386726_2567_52787,3485386726_52053_52787,403
BGC0000974,3970399718_7663_56086,3970399718_29630_30883,22
BGC0000974,3970399718_7663_56086,3970399718_30874_31677,54
BGC0000974,3970399718_7663_56086,3970399718_31674_32462,446
BGC0000974,3970399718_7663_56086,3970399718_32449_32700,-1
BGC0000974,3970399718_7663_56086,3970399718_51991_52713,283
BGC0000974,3970399718_7663_56086,3970399718_52781_54028,462
BGC0002206,2090346883_4588_38907,2090346883_13060_14370,-1
BGC0002206,2090346883_4588_38907,2090346883_14519_15055,-1
BGC0002206,2090346883_4588_38907,2090346883_17904_18962,113
BGC0002206,2090346883_4588_38907,2090346883_20098_20457,47
BGC0002206,2090346883_4588_38907,2090346883_20792_21361,32
BGC0002206,2090346883_4588_38907,2090346883_21538_21813,24
BGC0002206,2090346883_4588_38907,2090346883_21798_22175,32
BGC0002206,2090346883_4588_38907,2090346883_23119_25308,-1
BGC0002206,2090346883_4588_38907,2090346883_26451_27056,413
BGC0002206,2090346883_4588_38907,2090346883_27114_27860,498
